family,genus,species,syn,mode,min_body_length,max_body_length,ref_body_size,latitude_min,latitude_max,latitude_mean,latitude_median,max_dist_equator,latitude_range,min_dist_equator,nbr_country,ref_distribution_data,host_spp,ref_nbr_host_spp,pair,ref_phylogeny_pair,phylogeny_inferred_from,Notes:
Torymidae,Megastigmus,borriesi,NA,asex,2.4,3.7,"A revision of the species of the Megastigminae occurring in Japan (Hymenopteraæ: Chalcidoidea) [Taxonomic studies on the Torymidae of Japan, I]. Kamijo, 1962",36,62,51,56,62,26,36,5,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Crosby&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1913&VALSPECIES=borriesi&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Superfamily%3dChalcidoidea%26Family%3dTorymidae%26Genus%3dMegastigmus&tab=distribution,5,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Crosby&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1913&VALSPECIES=borriesi&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Family%3dTorymidae%26Superfamily%3dChalcidoidea%26Genus%3dMegastigmus&tab=associates,17,Auger-Rozenberg M-A. et al. 2006. Molecular phylogeny and evolution of host-plant use in conifer seed chalcids in the genus Megastigmus (Hymenoptera: Torymidae). Systematic Entomology. 31(1): 47-64,cytb-28S-D2,
Torymidae,Megastigmus,brevicaudis,NA,asex,2.4,2.4,Crosby C. R. 1913. A revision of the North American species of Megastigmus Dalman. Annals of the Entomological Society of America. 6(2): 155-170,41,64,52,52,64,23,41,16,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Ratzeburg&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1852&VALSPECIES=brevicaudis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dTorymidae%26Genus%3dMegastigmus&tab=distribution,8,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Ratzeburg&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1852&VALSPECIES=brevicaudis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dTorymidae%26Superfamily%3dChalcidoidea%26Genus%3dMegastigmus&tab=associates,16,"Rorques A. et al. 2016. ¥éËMegastigmus seed chalcids (Hymenoptera, Torymidae) radiated much more on Angiospermó_f 8 new species from Kenya, with a key to the females of Eastern and Southern Africa. Zookeys. 585: 51-124",CO1-28S,
Torymidae,Megastigmus,cryptomeriae,NA,sex,1.8,3,"Kamijo K. 1962. A revision of the species of the Megastigminae occurring in Japan (Hymenopteraæ: Chalcidoidea) [Taxonomic studies on the Torymidae of Japan, 1]. Insecta matsumurana. Series entomology: Journal of the Faculty of Agriculture Hokkaido University. 25(1):18-40",24,36,29,29,36,12,24,6,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Yano&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1918&VALSPECIES=cryptomeriae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Superfamily%3dChalcidoidea%26Family%3dTorymidae%26Genus%3dMegastigmus&tab=distribution,3,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Yano&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1918&VALSPECIES=cryptomeriae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Family%3dTorymidae%26Superfamily%3dChalcidoidea%26Genus%3dMegastigmus&tab=associates,16,Auger-Rozenberg M-A. et al. 2006. Molecular phylogeny and evolution of host-plant use in conifer seed chalcids in the genus Megastigmus (Hymenoptera: Torymidae). Systematic Entomology. 31(1): 47-64,cytb-28S-D2,
Torymidae,Megastigmus,hoffmeyeri,NA,sex,1.9,3,Milliron H. E. 1949. Taxonomic and Biological Investigations in the Genus Megastigmus With Particular reference to the Taxonomy of the Nearctic species (Hymenopteraæ: Chalcidoideaæ: Callimomidae). The American Midland Naturalist. 42(2):257-420,34,62,47,42,62,28,34,7,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Walley&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1932&VALSPECIES=hoffmeyeri&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Superfamily%3dChalcidoidea%26Family%3dTorymidae%26Genus%3dMegastigmus&tab=distribution,2,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Walley&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1932&VALSPECIES=hoffmeyeri&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Family%3dTorymidae%26Superfamily%3dChalcidoidea%26Genus%3dMegastigmus&tab=associates,19,Auger-Rozenberg M-A. et al. 2006. Molecular phylogeny and evolution of host-plant use in conifer seed chalcids in the genus Megastigmus (Hymenoptera: Torymidae). Systematic Entomology. 31(1): 47-64,cytb-28S-D2,
Torymidae,Megastigmus,hypogeus,NA,sex,3.9,5.1,"Rorques A. et al. 2016. ¥éËMegastigmus seed chalcids (Hymenoptera, Torymidae) radiated much more on Angiosperms than previously considered. I- Description of 8 new species from Kenya, with a key to the females of Eastern and Southern Africa. Zookeys. 585: 51-124",0,0,0,0,0,0.001,0,1,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=%28Hussey%29&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1956&VALSPECIES=hypogeus&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dTorymidae%26Superfamily%3dChalcidoidea%26Genus%3dMegastigmus&tab=distribution,2,"¥éËMegastigmus seed chalcids (Hymenoptera, Torymidae) radiated much more on Angiospermó_f 8 new species from Kenya, with a key to the females of Eastern and Southern Africa. Rorques et al, 2016",18,"Rorques A. et al. 2016. ¥éËMegastigmus seed chalcids (Hymenoptera, Torymidae) radiated much more on Angiospermó_f 8 new species from Kenya, with a key to the females of Eastern and Southern Africa. Zookeys. 585: 51-124",CO1-28S,
Torymidae,Megastigmus,likiangensis,NA,sex,2.3,2.4,"Roques A. et al. 1995. Contribution to the knowledge of seed chalcids, Megastigmus spp. (Hymenopteraæ: Torymidae), in China, with the description of three new species. Mitteilungen der Schweizerischen Entomologischen Gesellschaft óñ Bulletin de la Societe Entomologique Suisse. 68: 211-223",25,25,25,25,25,0.001,25,1,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Roques+%26+Sun&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1995&VALSPECIES=likiangensis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Superfamily%3dChalcidoidea%26Family%3dTorymidae%26Genus%3dMegastigmus&tab=distribution,1,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Roques+%26+Sun&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1995&VALSPECIES=likiangensis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Family%3dTorymidae%26Superfamily%3dChalcidoidea%26Genus%3dMegastigmus&tab=associates,19,Auger-Rozenberg M-A. et al. 2006. Molecular phylogeny and evolution of host-plant use in conifer seed chalcids in the genus Megastigmus (Hymenoptera: Torymidae). Systematic Entomology. 31(1): 47-64,cytb-28S-D2,
Torymidae,Megastigmus,nigrovariegatus,NA,sex,3.2,3.2,"Ashmead W. H. 1890. On the Hymenoptera of Colorado; descriptions of new species, notes and a list of the species found in the State. Bulletin No 1 of the Colorado Biological Association, Washington pp.26. ",34,64,43,42,64,30,34,26,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Ashmead&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1890&VALSPECIES=nigrovariegatus&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dTorymidae%26Genus%3dMegastigmus&tab=distribution,25,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Ashmead&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1890&VALSPECIES=nigrovariegatus&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dTorymidae%26Superfamily%3dChalcidoidea%26Genus%3dMegastigmus&tab=associates,16,"Rorques A. et al. 2016. ¥éËMegastigmus seed chalcids (Hymenoptera, Torymidae) radiated much more on Angiospermó_f 8 new species from Kenya, with a key to the females of Eastern and Southern Africa. Zookeys. 585: 51-124",CO1-28S,
Torymidae,Megastigmus,pictus,NA,asex,1.9,3.3,"Roques A. and Skrzypczynska 2001. Seed-infesting chalcids of the genus Megastigmus Dalman, 1820 (Hymenoptera: Torymidae) native and introduced to the West Palearctic region: taxonomy, host specificity and distribution. Journal of Natural History. 37(2):127-238",38,62,49,49,62,24,38,24,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=%28F%f6rster%29&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1841&VALSPECIES=pictus&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Superfamily%3dChalcidoidea%26Family%3dTorymidae%26Genus%3dMegastigmus&tab=distribution,11,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=%28F%f6rster%29&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1841&VALSPECIES=pictus&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Family%3dTorymidae%26Superfamily%3dChalcidoidea%26Genus%3dMegastigmus&tab=associates,19,Auger-Rozenberg M-A. et al. 2006. Molecular phylogeny and evolution of host-plant use in conifer seed chalcids in the genus Megastigmus (Hymenoptera: Torymidae). Systematic Entomology. 31(1): 47-64,cytb-28S-D2,
Torymidae,Megastigmus,pinsapinis,NA,asex,4,5.6,"Roques A. and Skrzypczynska 2001. Seed-infesting chalcids of the genus Megastigmus Dalman, 1820 (Hymenoptera: Torymidae) native and introduced to the West Palearctic region: taxonomy, host specificity and distribution. Journal of Natural History. 37(2):127-238",28,46,38,40,46,18,28,5,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Hoffmeyer&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1931&VALSPECIES=pinsapinis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Superfamily%3dChalcidoidea%26Family%3dTorymidae%26Genus%3dMegastigmus&tab=distribution,8,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Hoffmeyer&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1931&VALSPECIES=pinsapinis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Family%3dTorymidae%26Superfamily%3dChalcidoidea%26Genus%3dMegastigmus&tab=associates,17,Auger-Rozenberg M-A. et al. 2006. Molecular phylogeny and evolution of host-plant use in conifer seed chalcids in the genus Megastigmus (Hymenoptera: Torymidae). Systematic Entomology. 31(1): 47-64,cytb-28S-D2,
Torymidae,Megastigmus,pistaciae,NA,asex,3.5,3.5,"Walker F. 1871. Eurytomidae and Torymidae. Notes on Chalcidiae pp.35 E.W. Janson, London. ",-25,62,36,39,62,87,24,29,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Walker&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1871&VALSPECIES=pistaciae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dTorymidae%26Genus%3dMegastigmus&tab=distribution,11,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Walker&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1871&VALSPECIES=pistaciae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dTorymidae%26Superfamily%3dChalcidoidea%26Genus%3dMegastigmus&tab=associates,18,"Rorques A. et al. 2016. ¥éËMegastigmus seed chalcids (Hymenoptera, Torymidae) radiated much more on Angiospermó_f 8 new species from Kenya, with a key to the females of Eastern and Southern Africa. Zookeys. 585: 51-124",CO1-28S,
Torymidae,Megastigmus,rosae,NA,asex,2.1,3.2,"Roques A. and Skrzypczynska 2001. Seed-infesting chalcids of the genus Megastigmus Dalman, 1820 (Hymenoptera: Torymidae) native and introduced to the West Palearctic region: taxonomy, host specificity and distribution. Journal of Natural History. 37(2):127-238",32,56,44,47,56,24,32,16,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Boucek&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1971&VALSPECIES=rosae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Superfamily%3dChalcidoidea%26Family%3dTorymidae%26Genus%3dMegastigmus&tab=distribution,10,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Boucek&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1971&VALSPECIES=rosae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Family%3dTorymidae%26Superfamily%3dChalcidoidea%26Genus%3dMegastigmus&tab=associates,16,Auger-Rozenberg M-A. et al. 2006. Molecular phylogeny and evolution of host-plant use in conifer seed chalcids in the genus Megastigmus (Hymenoptera: Torymidae). Systematic Entomology. 31(1): 47-64,cytb-28S-D2,
Torymidae,Megastigmus,schimitscheki,NA,sex,4.8,5.3,"Roques A. and Skrzypczynska 2001. Seed-infesting chalcids of the genus Megastigmus Dalman, 1820 (Hymenoptera: Torymidae) native and introduced to the West Palearctic region: taxonomy, host specificity and distribution. Journal of Natural History. 37(2):127-238",34,46,37,35,46,12,34,6,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Novicky&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1954&VALSPECIES=schimitscheki&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Superfamily%3dChalcidoidea%26Family%3dTorymidae%26Genus%3dMegastigmus&tab=distribution,4,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Novicky&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1954&VALSPECIES=schimitscheki&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Family%3dTorymidae%26Superfamily%3dChalcidoidea%26Genus%3dMegastigmus&tab=associates,17,Auger-Rozenberg M-A. et al. 2006. Molecular phylogeny and evolution of host-plant use in conifer seed chalcids in the genus Megastigmus (Hymenoptera: Torymidae). Systematic Entomology. 31(1): 47-64,cytb-28S-D2,
Torymidae,Megastigmus,spermotrophus,NA,sex,2.8,4.3,"Roques A. and Skrzypczynska 2001. Seed-infesting chalcids of the genus Megastigmus Dalman, 1820 (Hymenoptera: Torymidae) native and introduced to the West Palearctic region: taxonomy, host specificity and distribution. Journal of Natural History. 37(2):127-238",45,62,52,51,62,17,45,12,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Wachtl&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1893&VALSPECIES=spermotrophus&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Superfamily%3dChalcidoidea%26Family%3dTorymidae%26Genus%3dMegastigmus&tab=distribution,14,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Wachtl&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1893&VALSPECIES=spermotrophus&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Family%3dTorymidae%26Superfamily%3dChalcidoidea%26Genus%3dMegastigmus&tab=associates,19,Auger-Rozenberg M-A. et al. 2006. Molecular phylogeny and evolution of host-plant use in conifer seed chalcids in the genus Megastigmus (Hymenoptera: Torymidae). Systematic Entomology. 31(1): 47-64,cytb-28S-D2,
Torymidae,Megastigmus,strobilobius,NA,sex,2.3,3.7,"Roques A. and Skrzypczynska 2001. Seed-infesting chalcids of the genus Megastigmus Dalman, 1820 (Hymenoptera: Torymidae) native and introduced to the West Palearctic region: taxonomy, host specificity and distribution. Journal of Natural History. 37(2):127-238",39,63,52,51,63,24,39,29,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Ratzeburg&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1848&VALSPECIES=strobilobius&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Superfamily%3dChalcidoidea%26Family%3dTorymidae%26Genus%3dMegastigmus&tab=distribution,16,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Ratzeburg&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1848&VALSPECIES=strobilobius&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Family%3dTorymidae%26Superfamily%3dChalcidoidea%26Genus%3dMegastigmus&tab=associates,19,Auger-Rozenberg M-A. et al. 2006. Molecular phylogeny and evolution of host-plant use in conifer seed chalcids in the genus Megastigmus (Hymenoptera: Torymidae). Systematic Entomology. 31(1): 47-64,cytb-28S-D2,
Torymidae,Megastigmus,suspectus,NA,asex,3.5,5.7,"Roques A. and Skrzypczynska 2001. Seed-infesting chalcids of the genus Megastigmus Dalman, 1820 (Hymenoptera: Torymidae) native and introduced to the West Palearctic region: taxonomy, host specificity and distribution. Journal of Natural History. 37(2):127-238",28,62,47,48,62,34,28,24,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Borries&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1895&VALSPECIES=suspectus&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Superfamily%3dChalcidoidea%26Family%3dTorymidae%26Genus%3dMegastigmus&tab=distribution,18,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Borries&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1895&VALSPECIES=suspectus&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Family%3dTorymidae%26Superfamily%3dChalcidoidea%26Genus%3dMegastigmus&tab=associates,17,Auger-Rozenberg M-A. et al. 2006. Molecular phylogeny and evolution of host-plant use in conifer seed chalcids in the genus Megastigmus (Hymenoptera: Torymidae). Systematic Entomology. 31(1): 47-64,cytb-28S-D2,
Torymidae,Megastigmus,transvaalensis,NA,sex,2.4,2.7,Hussey N. W. 1956. A new genus of African Megastigminae (Hymenoptera: Chalcidoidea). Systematic Entomology. 25(9-10): 157-162,-38,46,11,24,46,84,0,15,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=%28Hussey%29&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1956&VALSPECIES=transvaalensis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dTorymidae%26Superfamily%3dChalcidoidea%26Genus%3dMegastigmus&tab=associates,20,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=%28Hussey%29&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1956&VALSPECIES=transvaalensis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dTorymidae%26Superfamily%3dChalcidoidea%26Genus%3dMegastigmus&tab=associates,18,"Rorques A. et al. 2016. ¥éËMegastigmus seed chalcids (Hymenoptera, Torymidae) radiated much more on Angiospermó_f 8 new species from Kenya, with a key to the females of Eastern and Southern Africa. Zookeys. 585: 51-124",CO1-28S,
Torymidae,Megastigmus,tsugae,NA,sex,2.5,2.5,Milliron H. E. 1949. Taxonomic and Biological Investigations in the Genus Megastigmus With Particular reference to the Taxonomy of the Nearctic species (Hymenopteraæ: Chalcidoideaæ: Callimomidae). The American Midland Naturalist. 42(2):257-420,39,54,45,44,54,15,39,3,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Crosby&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1913&VALSPECIES=tsugae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Superfamily%3dChalcidoidea%26Family%3dTorymidae%26Genus%3dMegastigmus&tab=distribution,3,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VM&VALAUTHOR=Crosby&VALGENUS=Megastigmus&HOMCODE=0&VALDATE=1913&VALSPECIES=tsugae&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSpecies%3dspermotrophus%26Family%3dTorymidae%26Superfamily%3dChalcidoidea%26Genus%3dMegastigmus&tab=associates,17,Auger-Rozenberg M-A. et al. 2006. Molecular phylogeny and evolution of host-plant use in conifer seed chalcids in the genus Megastigmus (Hymenoptera: Torymidae). Systematic Entomology. 31(1): 47-64,cytb-28S-D2,
Torymidae,Torymus,arundinis,NA,sex,NA,NA,Walker F. 1833. Monographia Chalciditum. (Continued.) Entomological Magazine 1(2):124.,32,60,48,49,60,28,32,16,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VTT&VALAUTHOR=%28Walker%29&VALGENUS=Torymus&HOMCODE=0&VALDATE=1833&VALSPECIES=arundinis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dTorymidae%26Superfamily%3dChalcidoidea%26Genus%3dTorymus&tab=distribution,8,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VTT&VALAUTHOR=%28Walker%29&VALGENUS=Torymus&HOMCODE=0&VALDATE=1833&VALSPECIES=arundinis&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dTorymidae%26Genus%3dTorymus&tab=associates,25,"Zavada A. G. 2001. New Palearctic Species of Torymus (Hymenoptera, Torymidae). Entomological Problems. 32(1): 85-90",morphology,
Torymidae,Torymus,bedeguaris,NA,asex,NA,NA,"Symonds M. R. E. and Elgar M. A. 2013. The evolution of body size, antennal size and host use in parasitoid wasps (Hymenoptera: Chalcidoidea): A phylogenetic comparative analysis. PLOS ONE. 8(10): e78297",32,60,45,44,60,28,32,52,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VTT&VALAUTHOR=%28Linnaeus%29&VALGENUS=Torymus&HOMCODE=0&VALDATE=1758&VALSPECIES=bedeguaris&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fFamily%3dTorymidae%26Superfamily%3dChalcidoidea%26Genus%3dTorymus&tab=distribution,29,Noyes JS September 2016. Universal Chalcidoidea Database. World Wide Web electronic publication. http://www.nhm.ac.uk/our-science/data/chalcidoids/database/detail.dsml?FamilyCode=VTT&VALAUTHOR=%28Linnaeus%29&VALGENUS=Torymus&HOMCODE=0&VALDATE=1758&VALSPECIES=bedeguaris&ValidAuthBracket=false&&listPageURL=listChalcids%2edsml%3fSuperfamily%3dChalcidoidea%26Family%3dTorymidae%26Genus%3dTorymus&tab=associates,25,"Zavada A. G. 2001. New Palearctic Species of Torymus (Hymenoptera, Torymidae). Entomological Problems. 32(1): 85-90",morphology,
